current_step,last_account,assets,action_summary,Total Reward,Reward,Cash,AAPL,AMZN,GOOGL,NFLX
1,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",99967.0,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",-0.0033,-0.0033,23316.8572429,1000.0,100.0,0.0,0.0
2,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",100118.89531430001,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.011889531430001082,0.01518953143000108,34.270965768402675,1394.0,100.0,0.0,0.0
3,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",101040.9586413632,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.1040958641363206,0.09220633270631952,9.613823197002674,1394.0,100.0,0.0,2.0
4,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",102399.1514639546,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.23991514639545933,0.13581928225913872,8.356694361404056,1696.0,0.0,0.0,4.0
5,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",102243.6138354314,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.22436138354314028,-0.015553762852319051,8.356694361404056,1696.0,0.0,0.0,4.0
6,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",102570.3309531942,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.2570330953194207,0.03267171177628043,7.486113454609182,696.0,0.0,193.0,21.0
7,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",102725.2266787863,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.2725226678786305,0.015489572559209774,51436.08453821821,627.0,0.0,0.0,1021.0
8,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",102593.73382165241,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.2593733821652408,-0.013149285713389691,6.456941658913507,1480.0,0.0,0.0,1025.0
9,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",102542.1555479964,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.25421555479964014,-0.0051578273656006784,61.84943361591286,1078.0,59.0,0.0,2025.0
10,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",103575.42210206602,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.35754221020660193,0.1033266554069618,4.573930631113004,1255.0,0.0,0.0,2027.0
11,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",105472.23650383821,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.5472236503838213,0.18968144017721936,4.573930631113004,1255.0,0.0,0.0,2027.0
12,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",106653.09835428472,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.6653098354284724,0.11808618504465121,4.573930631113004,1255.0,0.0,0.0,2027.0
13,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",104346.36032073121,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.4346360320731212,-0.2306738033553513,2938.2773614575126,967.0,0.0,0.0,3027.0
14,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",102610.90438408712,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.2610904384087116,-0.17354559366440955,5.746926017512578,967.0,0.0,10.0,3027.0
15,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",101063.09751180881,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.10630975118088096,-0.15478068722783064,5.746926017512578,967.0,0.0,10.0,3027.0
16,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",105656.94627134933,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",0.5656946271349327,0.4593848759540517,5.746926017512578,967.0,0.0,10.0,3027.0
17,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",114388.47506060252,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",1.438847506060252,0.8731528789253192,162.37769364631095,406.0,0.0,187.0,2128.0
18,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",117983.22103650492,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",1.7983221036504924,0.3594745975902406,24.169761494915292,1292.0,0.0,0.0,2002.0
19,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",119507.85169580091,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",1.9507851695800913,0.15246306592959882,4.251190066315292,1292.0,0.0,0.0,2003.0
20,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",118651.78492755561,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",1.8651784927555608,-0.08560667682453059,4.251190066315292,1292.0,0.0,0.0,2003.0
21,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",119390.8750750497,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",1.9390875075049698,0.07390901474940911,4.251190066315292,1292.0,0.0,0.0,2003.0
22,"{'Cash': 5009744.350459837, 'AAPL': 25011.0, 'AMZN': 4293.0, 'NFLX': 38645.0, 'GOOGL': 5640.0}",119488.1128838328,"{'AAPL': {'buy': 423, 'sell': 393, 'no-action': 441}, 'AMZN': {'buy': 427, 'sell': 384, 'no-action': 446}, 'NFLX': {'buy': 539, 'sell': 454, 'no-action': 264}, 'GOOGL': {'buy': 366, 'sell': 299, 'no-action': 592}}",1.94881128838328,0.009723780878310209,4.251190066315292,1292.0,0.0,0.0,2003.0
