current_step,last_account,assets,action_summary,Total Reward,Reward,Cash,AAPL,AMZN,GOOGL,NFLX
1,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",99981.26,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",-0.001874000000000524,-0.001874000000000524,23.77341514288925,1.0,558.0,0.0,0.0
2,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",99084.67348371429,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",-0.09153265162857134,-0.08965865162857081,87591.81648371428,0.0,0.0,0.0,1000.0
3,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",98903.5977694143,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",-0.10964022305857071,-0.018107571429999372,1.9674194285794684,0.0,493.0,0.0,1001.0
4,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",102343.16776944288,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.234316776944288,0.3439570000028587,323.77277465528147,526.0,319.0,-1.0,1002.0
5,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",102689.46302576509,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.26894630257650864,0.03462952563222061,1.8702530757955742,244.0,0.0,237.0,1009.0
6,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",102472.24726786619,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.24722472678661875,-0.021721575789889903,9.767515643796731,0.0,82.0,237.0,1011.0
7,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",102229.4139500341,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.22294139500340976,-0.024283331783208996,4.882687559499843,1.0,204.0,167.0,1014.0
8,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",101880.97327885739,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.18809732788573896,-0.03484406711767078,120.58431826320157,420.0,284.0,0.0,2014.0
9,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",103104.0977128334,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.3104097712833406,0.12231244339760161,92.24242351170324,0.0,387.0,0.0,2519.0
10,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",104476.33182319,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.4476331823190005,0.13722341103565996,0.5081382261032381,1.0,387.0,0.0,2521.0
11,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",108829.1071246906,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.8829107124690607,0.4352775301500602,31083.0723995718,696.0,0.0,0.0,2492.0
12,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",110417.5935138434,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",1.04175935138434,0.1588486389152793,58.79482361870032,1285.0,0.0,0.0,2154.0
13,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",108026.9569217189,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.8026956921718897,-0.23906365921245015,33220.191310861104,632.0,0.0,0.0,2574.0
14,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",106309.24274594011,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.6309242745940107,-0.17177141757787906,5.452916598806041,125.0,0.0,173.0,3574.0
15,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",105128.1760546595,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.5128176054659502,-0.11810666912806046,5.452916598806041,125.0,0.0,173.0,3574.0
16,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",105808.6780493535,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",0.5808678049353504,0.06805019946940011,6.420527559305754,0.0,0.0,200.0,3594.0
17,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",116436.1328367767,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",1.6436132836776698,1.0627454787423194,6.420527559305754,0.0,0.0,200.0,3594.0
18,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",121561.96038038252,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",2.1561960380382517,0.5125827543605818,16281.935078266702,886.0,0.0,0.0,2752.0
19,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",122898.4258740343,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",2.289842587403431,0.13364654936517908,49.13932864470553,886.0,0.0,118.0,1752.0
20,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",122169.55583811749,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",2.2169555838117496,-0.07288700359168143,12.79647121610553,886.0,0.0,118.0,1754.0
21,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",122824.60792681531,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",2.2824607926815315,0.06550520886978194,8.826114410709124,806.0,316.0,0.0,773.0
22,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",123529.30611314262,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",2.3529306113142625,0.07046981863273104,8.826114410709124,806.0,316.0,0.0,773.0
23,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",126167.51631778172,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",2.616751631778172,0.2638210204639094,7.989617903704087,1708.0,0.0,0.0,775.0
24,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",127514.2750140342,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",2.7514275014034197,0.13467586962524802,53.12104961060413,1796.0,0.0,0.0,456.0
25,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",128669.97498268262,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",2.866997498268262,0.11556999686484197,14.583905896404133,1796.0,0.0,0.0,458.0
26,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",130430.19904691701,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",3.0430199046917012,0.1760224064234397,14.583905896404133,1796.0,0.0,0.0,458.0
27,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",134674.6297308662,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",3.4674629730866204,0.42444306839491913,121.09283356510468,1483.0,22.0,0.0,1458.0
28,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",134516.37350543868,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",3.451637350543868,-0.015825622542752535,61.42235472950341,1485.0,22.0,58.0,458.0
29,"{'Cash': 7772126.003347589, 'AAPL': 16217.0, 'AMZN': 2069.0, 'NFLX': 50596.0, 'GOOGL': 1111.0}",136409.1780968882,"{'AAPL': {'buy': 443, 'sell': 373, 'no-action': 441}, 'AMZN': {'buy': 396, 'sell': 355, 'no-action': 506}, 'NFLX': {'buy': 566, 'sell': 433, 'no-action': 258}, 'GOOGL': {'buy': 353, 'sell': 306, 'no-action': 598}}",3.640917809688821,0.18928045914495306,8.722356015303419,1485.0,22.0,58.0,461.0
